x	y
-31.7	46.9
-9.3	52.7
-31.9	47
-31.9	47
-31.7	46.7
-31.6	47
-11.3	52.2
-10.7	52
19.8	46.9
19.8	46.8
31.1	35.5
-9.72	52.6
-45.6	-13.8
-12.9	-27.1
45.7	20.4
13.5	-35.7
16	4.51
-44.5	31.9
5.81	53
7.49	-71.1
-0.72	41.2
24	-59.8
2.36	55.7
58.6	12.8
-11.9	27.7
68.9	9.04
-76.1	2.35
-44.6	-14.4
17.1	-70.5
61.6	15.3
-12.8	-24.7
27.4	18.3
52	40
66.5	0.286
54.5	11
54.3	11.1
59.1	-4.82
25.6	-39.7
26.3	19.5
-43.4	34.3
64.8	0.754
-44.1	33.6
69.6	10.5
62.2	-5.57
-31.3	-18.9
57.9	12.9
23.9	-43.1
26	-4.01
-2.13	-75.4
25.9	-40.3
24.9	-40.7
27.1	-39.8
-42.4	33.7
21.8	-47.1
-96.5	10.4
38.5	-7.62
12.5	-53.3
-1.86	-74.9
40.5	-2.6
21.2	-5.52
7.3	-1.22
13.9	3.23
-57.4	-9.63
-1.86	-74.9
61.7	-5.83
68.8	4.26
7.05	-70.7
4.93	65.1
38.2	-7.26
54.1	37.3
22.9	-44.7
70.8	24.3
-4.1	-75.1
16.8	5.1
2.62	-24.3
-19	-19.4
21.4	-47.3
-96.1	7.94
-92.4	8.06
-56.4	-6.28
-96.1	7.94
17.3	-73.1
16.8	-70.6
24.2	-60.2
-71.9	0.208
24.5	26.6
30.2	18.4
-47.2	25.4
64.3	20.9
59.4	14.7
-47	24.8
-46.9	23.7
-46.9	22.2
-45.5	20.3
64.1	20
68.7	20.8
1.84	-34.2
-16.8	-54.2
-30.4	11.4
-21.5	7.4
29.2	-2.5
39.3	-2.81
35	-8.29
26	-8.2
32.9	-6.42
10.5	-69
8.5	-67.4
7.95	-68.7
15.8	-63.4
2.2	39.2
36.9	38.8
47.6	10.5
2.69	56.9
7.15	-68.4
6.6	-74
-30.5	1.12
-30.5	1.53
7.41	-70.6
-31.8	-25.9
-33.9	44.9
-6.17	-71.9
9.85	-66.2
-13.7	-59.7
9.87	-63.6
1.09	39.6
-43.9	32.8
8.2	-59.1
25.3	-50.9
25.2	-51.4
-30.7	1.43
6.7	-59.2
25.2	-53.3
7.59	-58.8
20.5	-3.14
-43.1	40.5
5.63	-64.2
35.7	0.544
-47.8	26
-30.1	49.3
-24.1	8.68
15.6	-8.86
-28.8	13.2
11	-69.7
-43.9	32.9
-0.717	26.2
-0.772	26.2
-23.7	43.8
43.8	22.7
13.7	37.5
13.7	37.7
25.8	21.2
59.5	-1.68
25.1	15.1
25.4	15.1
44.7	17.2
24.3	27.6
20.8	-3.54
-0.653	26.2
26.8	46.2
-54.3	29
7.08	-70.2
-54.8	-4.81
8.67	-76
8.89	-75.7
10.3	-74.1
10.2	-74.1
-15.2	-36.7
-91	9.62
-45.7	19.2
-53.6	36.9
-41.2	26.9
56.7	21.2
61.2	18.8
6.68	-30.3
69.9	25.1
-11.7	24.5
18.1	-9.46
0.108	-44.1
-27.7	-44.8
-18.7	-14.6
7.81	18.4
-24.4	34.6
-27.5	-46.2
-27.6	-35.1
-18.9	-14.5
-24.8	34.6
8.11	19.4
-28.7	-46.1
-8.06	-57
-24.8	34.7
-6.87	-54.1
-18.6	-14.5
-27.7	-46
-32.5	5.13
6.98	19.9
-11.5	-53.4
3.8	37.5
-28.8	-46.3
30.8	38.5
-43.6	-6.96
-27.3	-46.1
-26.4	-45.9
18.5	-1.87
-21	-14.5
-26.6	-45.9
18.4	-2.02
-8.5	-32
17.3	-7.81
-44	-6.96
24.5	-9.55
-10.2	-41.2
-27.3	-46
18.9	-1.81
-43.6	-6.92
3.8	37.5
24.5	-9.55
17.3	-7.81
-6.43	20.5
-5.26	22.2
-5.47	22.3
-5.17	22.3
17.7	-7.88
20.5	-34.7
28.2	-0.221
28.4	-0.14
28.2	-0.246
-15.3	23.9
-23.2	35
-27.2	36.1
-25.7	36
5.89	21.4
5.9	20.9
6.2	21
2.36	33.5
-6.97	20.2
-6.63	16.2
-6.66	16.4
-8.71	15.8
-8.15	16.1
5.38	-27.8
-40.1	-3.95
7.2	17.6
25.9	-8.18
25.5	-5.74
18.4	-6.2
-3.43	-22.4
-15.6	24.6
-3.49	-22.8
18	-8.94
-11.1	7.51
34.3	-8.21
45.6	6.33
-8.46	7.41
-63.2	12.9
18.3	-6.41
27.8	-11.4
-14.8	-13.1
19	-5.21
31.8	4.9
-26.6	-46
-27.6	-35.4
-30.9	1.06
-16.2	-14.4
-9.22	-58.1
-6.37	20.6
-18.2	-14.3
-25.1	34.8
-43.1	31.1
7.62	18.5
-33.2	-24.2
-7.11	-61
-12.7	-14.9
-19.9	-16.9
30.4	-6.53
28.4	37.1
-12.8	-14.9
-13.1	-15.1
41.5	7.97
48	20.2
26.2	-0.205
31.8	4.88
-13.7	-19.6
26.5	-2.24
26.4	-2.33
26.4	-2.23
3.69	-5.43
-33.8	46.2
69.7	22.2
-9.62	20.4
15.6	1.41
-29	43.3
32.2	11.7
32.3	11.9
13.3	-72.3
-8.03	-32.2
3.93	20.7
1.08	-1.53
-59.1	0.949
-71.8	-1.14
-46.3	-15
-58.9	13.7
11.1	-1.43
41.2	-1.61
-58.8	12.3
49.4	1.58
5.1	55.9
29.4	34.3
-28.9	42.9
29.7	-4.12
27.4	-8.09
-1.4	-35.7
12.6	-2.58
-25.8	-28.9
-24.2	-13.5
-8.49	-33.6
35.1	3.76
-60.8	11.6
7.13	24.2
10.1	20.8
9.97	21.2
12.6	-34
14.9	24.6
-30.7	-18.8
33.1	-8.54
59.3	-0.12
-56.7	0.921
-37.5	25.1
-46.9	25.7
-33.1	43.8
-59.9	14.5
-48.2	-14.8
-93.6	7.78
37.9	-8.65
-8.57	60.1
-42.8	5.06
-8.05	63.9
-9.27	-24
4.48	55.6
-33.7	43
-55.2	13.6
-6.62	57
-20.8	-18.7
-6.41	56.9
27.3	45.5
34.8	43.9
61.5	8.74
-58.5	9.33
47.4	8.1
40.7	5.85
25.1	-42.7
-20.9	27.2
-55.3	17.5
-40.6	38.4
-51.1	17.1
39.9	23.2
-93.1	10.7
15	35.3
-55	30.8
-6.97	59.1
-28.7	40.8
-29.7	45.6
3.35	56.4
5.2	55.9
11.7	55.2
48.6	6.37
55.6	6.67
49.1	6.47
35.1	39.6
-71.5	-1.74
-47	-12.9
-57.8	-8.89
67.8	21.2
14.1	19.8
53.3	-2.76
70.9	14.6
19.4	0.834
-51	9.82
-49.3	-8.26
15	-3.97
-53.4	-12.7
4.22	-4.19
67.8	23.3
-25	44.7
57.7	12
-53.4	17.4
-43.8	-5.49
27.1	-36.7
-50.2	-13.5
41.7	-3.81
-6.44	-74
-40.5	30.2
-6.44	-74
-3.26	-76
-6.34	-74.1
-40.5	30.2
36.5	-21.4
36.6	-21.5
-6.34	-74.1
51.6	21.5
45.8	25.4
41.5	29.3
56.4	13.4
59.6	14.1
59.8	14.5
-53.5	-16.8
-8.69	57.9
-48.5	13
-52.1	-13
0.485	-37.7
-54	-16.9
52.5	27.5
-42.8	27.6
-41	25.3
-6.51	56.8
3.8	63
8.1	24.3
54.5	-2.8
3.26	33.1
37.4	-10.1
2.94	34.1
-33.8	43.7
-2.19	41.7
-33.2	42.9
-13.6	-62.2
-20.3	-47.2
24.9	0.292
-6.43	-70.5
-71.6	2.02
-8.3	22.4
49.8	9
13.4	53.9
-0.422	-62.7
-1.62	-64.3
14.5	-48.1
7.27	-4.32
-45.6	-14.8
-32.1	44.9
4.18	66.4
51.3	1.05
51.3	25.6
38	-8.71
9.08	-2.93
-59.9	15.8
35.1	43.3
-9.33	-39.9
-6.84	-42.6
28.7	32.1
30.1	42.1
-49.7	31.1
-33.9	43.8
60.6	12
-22.8	-16.4
18.5	47.7
-6.86	-43.1
4.01	-49.7
24.3	-39.6
-45.5	27.7
38.1	-8.52
-32.4	43.4
-62.5	2.51
64.5	35.3
-30.4	45.7
-11.1	70
59	34.6
-19	-51.4
34.1	38
43.7	3.73
-21.8	5.76
-60.1	12.8
33.3	-8.94
25.2	17
26.5	16.1
17.5	3.39
-44.5	21.3
-34.2	21.7
60.9	16.5
-17.6	21.1
-22.9	-16.5
68.3	18.7
50.3	4.07
7.85	34.3
-27.2	44.2
59	34
49.8	4.22
37.8	-6.16
49.8	4.06
1.78	35.1
15.4	26.6
-42.9	8.71
50	1.17
59.2	4.67
-51.8	23.5
-7.44	64.3
-47.8	22.1
58.9	3.91
-29.4	45.5
5.21	53.6
-29.5	43.7
-74.3	0.726
-94.7	10.8
2.76	-6.32
-31.3	43.3
-26.9	41.2
-44.5	42.4
57	33.1
15	-2.83
15.6	-2.63
3.67	-4.75
-42.5	5.3
-50.9	-13.3
-44.8	42.8
-40.5	15.7
27.3	-40.9
-23.2	-45.2
-1.18	-75.4
3.07	-6.05
12.9	-64.4
35.3	-52.1
